,adresse,type_de_contrat,niveau_etude,localisation,type_de_cursus,salaire_moyen,salaire_min,salaire_max
4278,Toulouse (31),,ingénieur,Toulouse,,37000.0,2700,47000
4279,31000 Toulouse,,ingénieur,Toulouse,,37000.0,2700,47000
4280,,,,,,37000.0,2700,47000
4281,31000 Toulouse,,,Toulouse,,37000.0,2700,47000
4282,Toulouse (31),CDI,,Toulouse,,37000.0,2700,47000
4283,,,,,,13500.0,0,27000
4284,31000 Toulouse,,,Toulouse,,37000.0,2700,47000
4285,Courbevoie (92),CDI,ingénieur,Paris,,37000.0,2700,47000
4286,31000 Toulouse,,bac + 5,Toulouse,,37000.0,2700,47000
4287,31000 Toulouse,,ingénieur,Toulouse,,37000.0,2700,47000
4288,Paris (75),,ingénieur,Paris,,13500.0,0,27000
4289,Paris 17e (75),,bac + 3,Paris,,66000.0,4700,85000
4290,Toulouse (31),,ingénieur,Toulouse,,37000.0,2700,47000
4291,Toulouse (31),"Temps plein, CDD",bac + 3,Toulouse,,13500.0,0,27000
4292,,,,,,66000.0,4700,85000
4293,31200 Toulouse,,bac + 2,Toulouse,,37000.0,2700,47000
4294,31000 Toulouse,,ingénieur,Toulouse,,37000.0,2700,47000
4295,,,,,,37000.0,2700,47000
4296,31000 Toulouse,,bac + 5,Toulouse,,37000.0,2700,47000
4297,,,,,,13500.0,0,27000
4298,Paris (75),,,Paris,,142775.5,85551,200000
4299,Paris (75),"Temps plein, CDI",,Paris,,66000.0,4700,85000
4300,75009 Paris 9e,CDI,,Paris,,66000.0,4700,85000
4301,Paris (75),,,Paris,,37000.0,2700,47000
4302,Haute-Garonne,,bac + 5,Toulouse,,13500.0,0,27000
4303,Toulouse (31),CDI,,Toulouse,,37000.0,2700,47000
4304,31109 Toulouse,Stage,ingénieur,Toulouse,grande école,13500.0,0,27000
4305,Paris (75),,,Paris,,66000.0,4700,85000
4306,44000 Nantes,,,Nantes,,37000.0,2700,47000
4307,Nantes (44),CDI,,Nantes,,37000.0,2700,47000
4308,Nantes (44),,ingénieur,Nantes,,37000.0,2700,47000
4309,,,,,,37000.0,2700,47000
4310,Nantes (44),,,Nantes,,37000.0,2700,47000
4311,Maisons-Alfort (94),,,Paris,,66000.0,4700,85000
4312,Nantes (44),CDI,,Nantes,,37000.0,2700,47000
4313,Paris (75),,,Paris,,66000.0,4700,85000
4314,,,,,,37000.0,2700,47000
4315,,,,,,66000.0,4700,85000
4316,Paris (75),CDI,ingénieur,Paris,,37000.0,2700,47000
4317,Paris 1er (75),CDI,ingénieur,Paris,,142775.5,85551,200000
4318,Paris (75),,,Paris,,37000.0,2700,47000
4319,44240 La Chapelle-sur-Erdre,CDI,,Nantes,autodidacte,37000.0,2700,47000
4320,Nantes (44),,,Nantes,,37000.0,2700,47000
4321,Paris (75),,,Paris,,37000.0,2700,47000
4322,,,,,,37000.0,2700,47000
4323,33000 Bordeaux,,ingénieur,Bordeaux,,37000.0,2700,47000
4324,Bordeaux (33),CDI,,Bordeaux,,37000.0,2700,47000
4325,,,,,,37000.0,2700,47000
4326,33000 Bordeaux,,,Bordeaux,,37000.0,2700,47000
4327,Bordeaux (33),,ingénieur,Bordeaux,,37000.0,2700,47000
4328,Paris (75),,,Paris,,66000.0,4700,85000
4329,Île-de-France,Stage,bac + 5,Paris,,13500.0,0,27000
4330,,,,,,37000.0,2700,47000
4331,Paris (75),Stage,,Paris,,13500.0,0,27000
4332,,,,,,37000.0,2700,47000
4333,,,,,,66000.0,4700,85000
4334,,,,,,66000.0,4700,85000
4335,Hauts-de-Seine,,,Paris,,37000.0,2700,47000
4336,,,,,,37000.0,2700,47000
4337,,,,,,66000.0,4700,85000
4338,92230 Gennevilliers,,,Paris,,37000.0,2700,47000
4339,Paris (75),,,Paris,,66000.0,4700,85000
4340,Paris (75),CDI,,Paris,,37000.0,2700,47000
4341,Paris (75),CDI,bac + 4,Paris,,37000.0,2700,47000
4342,Les Ulis (91),,bac + 5,Paris,,37000.0,2700,47000
4343,,,,,,37000.0,2700,47000
4344,,,,,,66000.0,4700,85000
4345,Lyon (69),Stage,bac + 4,Lyon,,13500.0,0,27000
4346,,,,,,37000.0,2700,47000
4347,,,,,,13500.0,0,27000
4348,Paris (75),CDI,bac + 4,Paris,,37000.0,2700,47000
4349,Toulouse (31),CDI,,Toulouse,,37000.0,2700,47000
4350,Toulouse (31),,bac + 4,Toulouse,,37000.0,2700,47000
4351,75008 Paris 8e,CDI,ingénieur,Paris,,37000.0,2700,47000
4352,44000 Nantes,CDI,bac + 3,Nantes,,37000.0,2700,47000
4353,Paris (75),,bac + 3,Paris,,37000.0,2700,47000
4354,Nantes (44),"Temps plein, Freelance / Indépendant",ingénieur,Nantes,,37000.0,2700,47000
4355,Nantes (44),CDI,ingénieur,Nantes,,37000.0,2700,47000
4356,Hauts-de-Seine,,,Paris,,37000.0,2700,47000
4357,Boulogne-Billancourt (92),,,Paris,,66000.0,4700,85000
4358,,,,,,66000.0,4700,85000
4359,Paris 12e (75),CDI,bac + 5,Paris,,66000.0,4700,85000
4360,Paris 5e (75),"Temps plein, CDD",ingénieur,Paris,ingénieur informatique,37000.0,2700,47000
4361,Paris (75),Stage,master 2,Paris,,13500.0,0,27000
4362,75008 Paris 8e,CDI,,Paris,,37000.0,2700,47000
4363,Bordeaux (33),CDI,bac + 4,Bordeaux,,37000.0,2700,47000
4364,,,,,,37000.0,2700,47000
4365,Bordeaux (33),,ingénieur,Bordeaux,,37000.0,2700,47000
4366,69760 Limonest,,,Lyon,,37000.0,2700,47000
4367,Dardilly (69),CDI,,Lyon,,37000.0,2700,47000
4368,Dardilly (69),CDI,diplôme supérieur,Lyon,,37000.0,2700,47000
4369,Paris (75),,bac + 4,Paris,,37000.0,2700,47000
4370,Lyon 3e (69),CDI,,Lyon,,37000.0,2700,47000
4371,,,,,,37000.0,2700,47000
4372,,,,,,37000.0,2700,47000
4373,Paris 9e (75),CDI,ingénieur,Paris,,66000.0,4700,85000
4374,,,,,,37000.0,2700,47000
4375,92200 Neuilly-sur-Seine,CDI,,Paris,,37000.0,2700,47000
4376,Lyon (69),"Temps plein, CDI",,Lyon,,37000.0,2700,47000
4377,Villeurbanne (69),CDI,ingénieur,Lyon,,37000.0,2700,47000
4378,75009 Paris 9e,CDI,,Paris,,66000.0,4700,85000
4379,,,,,,66000.0,4700,85000
4380,92000 Nanterre,CDI,,Paris,,66000.0,4700,85000
4381,,,,,,37000.0,2700,47000
4382,Écully (69),"Temps plein, CDI",diplôme supérieur,Lyon,,37000.0,2700,47000
4383,Lyon (69),,bac + 2,Lyon,,37000.0,2700,47000
4384,Lyon (69),"Temps plein, Freelance / Indépendant",,Lyon,,142775.5,85551,200000
4385,Lyon (69),"Apprentissage, Contrat pro",,Lyon,,37000.0,2700,47000
4386,Paris (75),,bac + 2,Paris,,37000.0,2700,47000
4387,Lyon (69),CDI,,Lyon,,37000.0,2700,47000
4388,Lyon (69),"Temps plein, Freelance / Indépendant",,Lyon,,142775.5,85551,200000
4389,,,,,,37000.0,2700,47000
4390,92200 Neuilly-sur-Seine,"Temps plein, CDI",,Paris,,66000.0,4700,85000
4391,75017 Paris 17e,"Temps plein, CDI",bac + 2,Paris,,37000.0,2700,47000
4392,Lyon (69),CDI,,Lyon,,66000.0,4700,85000
4393,Lyon (69),CDI,ingénieur,Lyon,,37000.0,2700,47000
4394,Saint-Thibault-des-Vignes (77),,,Paris,,37000.0,2700,47000
4395,,,,,,66000.0,4700,85000
4396,Lyon (69),,,Lyon,,37000.0,2700,47000
4397,,,,,,37000.0,2700,47000
4398,Noisy-le-Grand (93),"Temps plein, CDI",ingénieur,Paris,ingénieur informatique,37000.0,2700,47000
4399,75002 Paris 2e,CDI,,Paris,,37000.0,2700,47000
4400,,,,,,66000.0,4700,85000
4401,,,,,,66000.0,4700,85000
4402,,,,,,37000.0,2700,47000
4403,,,,,,37000.0,2700,47000
4404,Lyon (69),,,Lyon,,37000.0,2700,47000
4405,Hauts-de-Seine,,,Paris,,66000.0,4700,85000
4406,Hauts-de-Seine,,,Paris,,37000.0,2700,47000
4407,Lyon (69),,ingénieur,Lyon,,37000.0,2700,47000
4408,Lyon (69),CDI,bac + 2,Lyon,,37000.0,2700,47000
4409,69483 Lyon,,ingénieur,Lyon,,37000.0,2700,47000
4410,69009 Lyon 9e,"Temps plein, CDI",ingénieur,Lyon,,37000.0,2700,47000
4411,Levallois-Perret (92),"Temps plein, CDI",ingénieur,Paris,,66000.0,4700,85000
4412,,,,,,37000.0,2700,47000
4413,Levallois-Perret (92),,bac + 5,Paris,,37000.0,2700,47000
4414,,,,,,37000.0,2700,47000
4415,Toulouse (31),Stage,ingénieur,Toulouse,,13500.0,0,27000
4416,Toulouse (31),,,Toulouse,,37000.0,2700,47000
4417,Toulouse (31),CDI,bac + 2,Toulouse,,37000.0,2700,47000
4418,Toulouse (31),CDI,,Toulouse,,37000.0,2700,47000
4419,Toulouse (31),CDI,,Toulouse,,37000.0,2700,47000
4420,Toulouse (31),,bac + 5,Toulouse,,37000.0,2700,47000
4421,Toulouse (31),CDI,,Toulouse,,37000.0,2700,47000
4422,Labège (31),CDI,,Toulouse,,37000.0,2700,47000
4423,France,,bac + 3,Toulouse,,37000.0,2700,47000
4424,France,,bac + 3,Toulouse,,37000.0,2700,47000
4425,,,,,,37000.0,2700,47000
4426,Toulouse (31),,ingénieur,Toulouse,,37000.0,2700,47000
4427,31000 Toulouse,CDI,bac + 4,Toulouse,,37000.0,2700,47000
4428,31200 Toulouse,,bac + 2,Toulouse,,37000.0,2700,47000
4429,78420 Carrières-sur-Seine,CDI,ingénieur,Paris,,66000.0,4700,85000
4430,Haute-Garonne,Stage,ingénieur,Toulouse,,13500.0,0,27000
4431,Toulouse (31),CDI,,Toulouse,,37000.0,2700,47000
4432,Paris (75),,,Paris,,66000.0,4700,85000
4433,Toulouse (31),CDI,,Toulouse,,37000.0,2700,47000
4434,Toulouse (31),CDI,bac + 2,Toulouse,,37000.0,2700,47000
4435,France,Stage,bac + 2,Toulouse,,13500.0,0,27000
4436,Haute-Garonne,,,Toulouse,,37000.0,2700,47000
4437,Paris 9e (75),CDI,,Paris,,66000.0,4700,85000
4438,Occitanie,,bac + 2,Toulouse,,37000.0,2700,47000
4439,Haute-Garonne,Stage,ingénieur,Toulouse,,13500.0,0,27000
4440,Hauts-de-Seine,CDI,,Paris,,66000.0,4700,85000
4441,Paris (75),,ingénieur,Paris,,37000.0,2700,47000
4442,Paris (75),Stage,bac + 5,Paris,,13500.0,0,27000
4443,Bezons (95),,ingénieur,Paris,,37000.0,2700,47000
4444,,,,,,142775.5,85551,200000
4445,Paris (75),"Temps plein, Stage",bac + 2,Paris,,13500.0,0,27000
4446,Nantes (44),,bac + 2,Nantes,,37000.0,2700,47000
4447,Paris 1er (75),CDI,ingénieur,Paris,,66000.0,4700,85000
4448,Nantes (44),CDI,,Nantes,,37000.0,2700,47000
4449,Paris (75),"Temps plein, CDI",ingénieur,Paris,grande école,37000.0,2700,47000
4450,,,,,,37000.0,2700,47000
4451,Paris (75),CDI,ingénieur,Paris,,37000.0,2700,47000
4452,44000 Nantes,,,Nantes,,37000.0,2700,47000
4453,Saint-Cloud (92),CDI,bac + 4,Paris,,66000.0,4700,85000
4454,44000 Nantes,,,Nantes,,37000.0,2700,47000
4455,Nantes (44),,,Nantes,,37000.0,2700,47000
4456,Paris (75),,ingénieur,Paris,,66000.0,4700,85000
4457,Loire-Atlantique,,ingénieur,Nantes,,37000.0,2700,47000
4458,Pays de la Loire,CDI,,Nantes,,37000.0,2700,47000
4459,Nantes (44),,,Nantes,,37000.0,2700,47000
4460,Puteaux (92),"Temps plein, Freelance / Indépendant, CDI",,Paris,,66000.0,4700,85000
4461,Paris (75),,bac + 3,Paris,,37000.0,2700,47000
4462,Loire-Atlantique,,ingénieur,Nantes,,37000.0,2700,47000
4463,,,,,,13500.0,0,27000
4464,Paris 15e (75),CDI,ingénieur,Paris,,66000.0,4700,85000
4465,,,,,,37000.0,2700,47000
4466,Issy-les-Moulineaux (92),CDI,ingénieur,Paris,,66000.0,4700,85000
4467,France,Stage,bac + 5,Lyon,,13500.0,0,27000
4468,Rhône,Stage,bac + 5,Lyon,,13500.0,0,27000
4469,Lyon (69),,,Lyon,,37000.0,2700,47000
4470,Bron (69),,ingénieur,Lyon,,37000.0,2700,47000
4471,Rhône,Stage,bac + 5,Lyon,,13500.0,0,27000
4472,Lyon (69),Stage,ingénieur,Lyon,,13500.0,0,27000
4473,Toulouse (31),,bac + 5,Toulouse,,37000.0,2700,47000
4474,31000 Toulouse,Stage,ingénieur,Toulouse,,13500.0,0,27000
4475,France,,,Toulouse,,37000.0,2700,47000
4476,Toulouse (31),,,Toulouse,,37000.0,2700,47000
4477,Toulouse (31),,bac + 5,Toulouse,,37000.0,2700,47000
4478,Toulouse (31),"Temps plein, Stage",bac + 5,Toulouse,,13500.0,0,27000
4479,Loire-Atlantique,CDI,,Nantes,,37000.0,2700,47000
4480,,,,,,13500.0,0,27000
4481,,,,,,142775.5,85551,200000
4482,Toulouse (31),CDI,bac + 5,Toulouse,,37000.0,2700,47000
4483,Toulouse (31),,bac + 5,Toulouse,,37000.0,2700,47000
4484,Saint-Herblain (44),CDI,bac + 4,Nantes,,37000.0,2700,47000
4485,France,,bac + 5,Nantes,,37000.0,2700,47000
4486,Loire-Atlantique,,,Nantes,,37000.0,2700,47000
4487,Nantes (44),,,Nantes,,37000.0,2700,47000
4488,Nantes (44),CDI,bac + 5,Nantes,,37000.0,2700,47000
4489,44000 Nantes,CDI,bac + 5,Nantes,,66000.0,4700,85000
4490,,,,,,37000.0,2700,47000
4491,Loire-Atlantique,,ingénieur,Nantes,,66000.0,4700,85000
4492,,,,,,66000.0,4700,85000
4493,Nantes (44),CDI,ingénieur,Nantes,,37000.0,2700,47000
4494,Nantes (44),CDI,ingénieur,Nantes,,37000.0,2700,47000
4495,Nantes (44),CDI,,Nantes,,66000.0,4700,85000
4496,Nantes (44),,,Nantes,,37000.0,2700,47000
4497,Nantes (44),,,Nantes,,37000.0,2700,47000
4498,Haute-Goulaine (44),,,Nantes,,66000.0,4700,85000
4499,,,,,,66000.0,4700,85000
4500,,,,,,37000.0,2700,47000
4501,Bordeaux (33),CDI,ingénieur,Bordeaux,grande école,37000.0,2700,47000
4502,Saint-Aubin-de-Médoc (33),,,Bordeaux,,37000.0,2700,47000
4503,Bordeaux (33),"Temps plein, CDI",,Bordeaux,grande école,66000.0,4700,85000
4504,Bordeaux (33),CDI,,Bordeaux,,37000.0,2700,47000
4505,Bordeaux (33),"Temps plein, CDI",ingénieur,Bordeaux,,37000.0,2700,47000
4506,Bordeaux (33),CDI,bac + 2,Bordeaux,,37000.0,2700,47000
4507,Bordeaux (33),"Temps plein, CDI",ingénieur,Bordeaux,grande école,37000.0,2700,47000
4508,33520 Bruges,CDI,bac + 2,Bordeaux,,37000.0,2700,47000
4509,Paris (75),Stage,,Paris,,13500.0,0,27000
4510,33520 Bruges,CDI,,Bordeaux,,66000.0,4700,85000
4511,33000 Bordeaux,,,Bordeaux,,37000.0,2700,47000
4512,Levallois-Perret (92),CDI,bac + 5,Paris,,66000.0,4700,85000
4513,,,,,,37000.0,2700,47000
4514,Montreuil (93),CDI,bac + 4,Paris,,66000.0,4700,85000
4515,Bordeaux (33),,,Bordeaux,,37000.0,2700,47000
4516,Vélizy-Villacoublay (78),,ingénieur,Paris,,37000.0,2700,47000
4517,Nouvelle-Aquitaine,,,Bordeaux,,37000.0,2700,47000
4518,33000 Bordeaux,,,Bordeaux,,37000.0,2700,47000
4519,Paris (75),,,Paris,,37000.0,2700,47000
4520,Gironde,,bac + 2,Bordeaux,,37000.0,2700,47000
4521,Paris (75),CDI,bac + 5,Paris,,66000.0,4700,85000
4522,92100 Boulogne-Billancourt,,,Paris,,66000.0,4700,85000
4523,Île-de-France,Stage,bac + 5,Paris,,13500.0,0,27000
4524,Bordeaux (33),,bac + 5,Bordeaux,,37000.0,2700,47000
4525,33000 Bordeaux,,,Bordeaux,,37000.0,2700,47000
4526,Paris (75),,,Paris,,66000.0,4700,85000
4527,Gironde,CDI,bac + 2,Bordeaux,,37000.0,2700,47000
4528,Levallois-Perret (92),"Temps plein, CDI",ingénieur,Paris,école de commerce,66000.0,4700,85000
4529,,,,,,37000.0,2700,47000
4530,Bordeaux (33),,ingénieur,Bordeaux,,37000.0,2700,47000
4531,Bordeaux (33),CDI,bac + 4,Bordeaux,,37000.0,2700,47000
4532,Bordeaux (33),Stage,ingénieur,Bordeaux,,13500.0,0,27000
4533,Bordeaux (33),CDI,bac + 2,Bordeaux,,37000.0,2700,47000
4534,Bordeaux (33),"Temps plein, Freelance / Indépendant",ingénieur,Bordeaux,,142775.5,85551,200000
4535,,,,,,37000.0,2700,47000
4536,33000 Bordeaux,,ingénieur,Bordeaux,,37000.0,2700,47000
4537,Paris (75),,,Paris,,37000.0,2700,47000
4538,69125 Colombier-Saugnieu,,bac + 3,Lyon,,13500.0,0,27000
4539,,,,,,142775.5,85551,200000
4540,,,,,,37000.0,2700,47000
4541,Lyon (69),,bac + 2,Lyon,,37000.0,2700,47000
4542,Boulogne-Billancourt (92),"Temps plein, Freelance / Indépendant",,Paris,,37000.0,2700,47000
4543,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,142775.5,85551,200000
4544,Lyon (69),CDI,bac + 3,Lyon,,37000.0,2700,47000
4545,Lyon (69),,bac + 2,Lyon,,37000.0,2700,47000
4546,Hauts-de-Seine,"Apprentissage, Contrat pro",master 1,Paris,,66000.0,4700,85000
4547,,,,,,66000.0,4700,85000
4548,,,,,,66000.0,4700,85000
4549,Paris (75),,,Paris,,37000.0,2700,47000
4550,75009 Paris 9e,,,Paris,,66000.0,4700,85000
4551,Paris (75),CDI,ingénieur,Paris,grande école,37000.0,2700,47000
4552,75015 Paris 15e,"Temps plein, CDI",bac + 5,Paris,grande école,66000.0,4700,85000
4553,31200 Toulouse,,bac + 2,Toulouse,,37000.0,2700,47000
4554,Haute-Garonne,Stage,ingénieur,Toulouse,,13500.0,0,27000
4555,Toulouse (31),,ingénieur,Toulouse,,37000.0,2700,47000
4556,31400 Toulouse,CDI,bac + 5,Toulouse,,37000.0,2700,47000
4557,Toulouse (31),CDI,ingénieur,Toulouse,,66000.0,4700,85000
4558,31670 Labège,,ingénieur,Toulouse,,66000.0,4700,85000
4559,Toulouse (31),,ingénieur,Toulouse,,37000.0,2700,47000
4560,Paris (75),"Temps plein, CDI",,Paris,,66000.0,4700,85000
4561,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,66000.0,4700,85000
4562,Issy-les-Moulineaux (92),CDI,,Paris,,37000.0,2700,47000
4563,Paris (75),"Temps plein, CDI",,Paris,,37000.0,2700,47000
4564,Nantes (44),CDI,ingénieur,Nantes,,37000.0,2700,47000
4565,Nantes (44),CDI,ingénieur,Nantes,,37000.0,2700,47000
4566,Nantes (44),,ingénieur,Nantes,,37000.0,2700,47000
4567,Nantes (44),,ingénieur,Nantes,,37000.0,2700,47000
4568,Nantes (44),,,Nantes,,37000.0,2700,47000
4569,Loire-Atlantique,,ingénieur,Nantes,,37000.0,2700,47000
4570,Bordeaux (33),,ingénieur,Bordeaux,,37000.0,2700,47000
4571,,,,,,37000.0,2700,47000
4572,Bordeaux (33),,,Bordeaux,,37000.0,2700,47000
4573,,,,,,37000.0,2700,47000
4574,,,,,,37000.0,2700,47000
4575,Bordeaux (33),CDI,,Bordeaux,,37000.0,2700,47000
4576,Paris (75),,,Paris,,37000.0,2700,47000
4577,,,,,,37000.0,2700,47000
4578,Lyon (69),CDI,,Lyon,,37000.0,2700,47000
4579,Lyon (69),"Temps plein, CDI",bac + 5,Lyon,,37000.0,2700,47000
4580,69800 Saint-Priest,"Temps plein, CDD, Freelance / Indépendant, CDI",,Lyon,,37000.0,2700,47000
4581,,,,,,37000.0,2700,47000
4582,,,,,,37000.0,2700,47000
4583,Lyon (69),,ingénieur,Lyon,,37000.0,2700,47000
4584,Lyon (69),CDI,,Lyon,,37000.0,2700,47000
4585,Lyon (69),CDI,bac + 5,Lyon,école de commerce,66000.0,4700,85000
4586,Lyon 2e (69),CDI,bac + 3,Lyon,,37000.0,2700,47000
4587,Lyon 1er (69),CDI,bac + 5,Lyon,,66000.0,4700,85000
4588,Saint-Priest (69),CDI,,Lyon,,37000.0,2700,47000
4589,Lyon (69),CDI,,Lyon,,37000.0,2700,47000
4590,,,,,,37000.0,2700,47000
4591,Rhône,CDI,ingénieur,Lyon,,37000.0,2700,47000
4592,,,,,,37000.0,2700,47000
4593,Lyon (69),CDI,,Lyon,,37000.0,2700,47000
4594,Lyon (69),"Temps plein, CDI",bac + 3,Lyon,,37000.0,2700,47000
4595,69160 Tassin-la-Demi-Lune,,,Lyon,,37000.0,2700,47000
4596,Lyon (69),,,Lyon,,37000.0,2700,47000
4597,Lyon (69),,bac + 5,Lyon,,37000.0,2700,47000
4598,31000 Toulouse,Stage,ingénieur,Toulouse,,13500.0,0,27000
4599,Haute-Garonne,Stage,ingénieur,Toulouse,,13500.0,0,27000
4600,Nantes (44),CDI,bac + 2,Nantes,,37000.0,2700,47000
4601,Lyon (69),,bac + 3,Lyon,,37000.0,2700,47000
4602,,,,,,66000.0,4700,85000
4603,Lyon (69),"Temps plein, CDI",,Lyon,,37000.0,2700,47000
4604,Lyon (69),,bac + 5,Lyon,,37000.0,2700,47000
4605,Lyon (69),"Temps plein, CDI",ingénieur,Lyon,,37000.0,2700,47000
4606,Lyon 2e (69),CDI,ingénieur,Lyon,,37000.0,2700,47000
4607,Lyon (69),CDI,bac + 5,Lyon,,37000.0,2700,47000
4608,,,,,,66000.0,4700,85000
4609,Nouvelle-Aquitaine,,bac + 3,Bordeaux,,37000.0,2700,47000
4610,,,,,,37000.0,2700,47000
4611,Toulouse (31),"Temps plein, CDI",,Toulouse,,66000.0,4700,85000
4612,Toulouse (31),"Temps plein, CDI",ingénieur,Toulouse,,37000.0,2700,47000
4613,Tassin-la-Demi-Lune (69),,,Lyon,,37000.0,2700,47000
4614,Toulouse (31),CDI,bac + 2,Toulouse,,37000.0,2700,47000
4615,Toulouse (31),CDI,ingénieur,Toulouse,,37000.0,2700,47000
4616,Toulouse (31),,,Toulouse,,37000.0,2700,47000
4617,Toulouse (31),"Temps plein, CDI",ingénieur,Toulouse,,66000.0,4700,85000
4618,Toulouse (31),CDI,,Toulouse,,37000.0,2700,47000
4619,Toulouse (31),CDI,ingénieur,Toulouse,,37000.0,2700,47000
4620,Haute-Garonne,CDI,bac + 5,Toulouse,,37000.0,2700,47000
4621,Toulouse (31),,bac + 5,Toulouse,,37000.0,2700,47000
4622,Toulouse (31),,,Toulouse,,66000.0,4700,85000
4623,Rhône,,,Lyon,,37000.0,2700,47000
4624,Toulouse (31),,ingénieur,Toulouse,,37000.0,2700,47000
4625,31000 Toulouse,"Temps plein, CDI",bac + 2,Toulouse,,37000.0,2700,47000
4626,,,,,,37000.0,2700,47000
4627,,,,,,142775.5,85551,200000
4628,Toulouse (31),CDI,,Toulouse,,37000.0,2700,47000
4629,Toulouse (31),"Temps plein, CDI",bac + 2,Toulouse,,37000.0,2700,47000
4630,31200 Toulouse,,bac + 3,Toulouse,,37000.0,2700,47000
4631,31000 Toulouse,CDI,,Toulouse,,66000.0,4700,85000
4632,Toulouse (31),"Temps plein, CDI",bac + 2,Toulouse,,37000.0,2700,47000
4633,Toulouse (31),,bac + 5,Toulouse,,66000.0,4700,85000
4634,31520 Ramonville-Saint-Agne,CDI,ingénieur,Toulouse,,37000.0,2700,47000
4635,Toulouse (31),CDI,ingénieur,Toulouse,,37000.0,2700,47000
4636,31000 Toulouse,CDI,,Toulouse,,37000.0,2700,47000
4637,31000 Toulouse,,ingénieur,Toulouse,,37000.0,2700,47000
4638,Toulouse (31),CDI,bac + 3,Toulouse,,37000.0,2700,47000
4639,Toulouse (31),,,Toulouse,,66000.0,4700,85000
4640,,,,,,37000.0,2700,47000
4641,,,,,,37000.0,2700,47000
4642,44000 Nantes,CDI,bac + 2,Nantes,,37000.0,2700,47000
4643,,,,,,37000.0,2700,47000
4644,Nantes (44),"Temps plein, CDI",,Nantes,,37000.0,2700,47000
4645,Nantes (44),,bac + 2,Nantes,,37000.0,2700,47000
4646,Nantes (44),,bac + 2,Nantes,,37000.0,2700,47000
4647,Nantes (44),,bac + 2,Nantes,,37000.0,2700,47000
4648,Sainte-Luce-sur-Loire (44),"Temps plein, Stage",ingénieur,Nantes,,13500.0,0,27000
4649,44300 Nantes,,bac + 2,Nantes,école de commerce,37000.0,2700,47000
4650,Nantes (44),CDI,,Nantes,,37000.0,2700,47000
4651,Nantes (44),CDI,,Nantes,,37000.0,2700,47000
4652,Nantes (44),,ingénieur,Nantes,,37000.0,2700,47000
4653,,,,,,37000.0,2700,47000
4654,Nantes (44),"Temps plein, CDI",ingénieur,Nantes,,37000.0,2700,47000
4655,,,,,,37000.0,2700,47000
4656,Nantes (44),CDI,,Nantes,,37000.0,2700,47000
4657,,,,,,37000.0,2700,47000
4658,Nantes (44),CDI,,Nantes,,37000.0,2700,47000
4659,44100 Nantes,"Temps plein, CDI",,Nantes,,37000.0,2700,47000
4660,Nantes (44),,,Nantes,,37000.0,2700,47000
4661,,,,,,37000.0,2700,47000
4662,,,,,,37000.0,2700,47000
4663,Nouvelle-Aquitaine,"Temps plein, CDI",ingénieur,Bordeaux,,37000.0,2700,47000
4664,33000 Bordeaux,,,Bordeaux,,66000.0,4700,85000
4665,33000 Bordeaux,,,Bordeaux,,13500.0,0,27000
4666,Mérignac (33),,,Bordeaux,,37000.0,2700,47000
4667,Bordeaux (33),CDI,master 2,Bordeaux,ingénieur informatique,37000.0,2700,47000
4668,Bordeaux (33),,ingénieur,Bordeaux,,37000.0,2700,47000
4669,Bordeaux (33),,ingénieur,Bordeaux,,37000.0,2700,47000
4670,Bordeaux (33),CDI,,Bordeaux,,66000.0,4700,85000
4671,Bordeaux (33),,,Bordeaux,,66000.0,4700,85000
4672,Bassens (33),"Temps plein, CDI",bac + 2,Bordeaux,,37000.0,2700,47000
4673,Bordeaux (33),,,Bordeaux,,37000.0,2700,47000
4674,Bordeaux (33),"Temps plein, CDI",ingénieur,Bordeaux,,37000.0,2700,47000
4675,,,,,,66000.0,4700,85000
4676,,,,,,37000.0,2700,47000
4677,,,,,,13500.0,0,27000
4678,75009 Paris 9e,,ingénieur,Paris,,37000.0,2700,47000
4679,Bordeaux (33),CDI,ingénieur,Bordeaux,ingénieur informatique,37000.0,2700,47000
4680,Levallois-Perret (92),"Temps plein, CDI",,Paris,,66000.0,4700,85000
4681,Bordeaux (33),,bac + 4,Bordeaux,,37000.0,2700,47000
4682,Bordeaux (33),CDI,,Bordeaux,,37000.0,2700,47000
4683,Bordeaux (33),"Temps plein, CDD, CDI",,Bordeaux,,37000.0,2700,47000
4684,Paris (75),CDI,ingénieur,Paris,,37000.0,2700,47000
4685,Lormont (33),,,Bordeaux,,37000.0,2700,47000
4686,Paris 10e (75),CDI,bac + 5,Paris,,66000.0,4700,85000
4687,,,,,,37000.0,2700,47000
4688,Paris 3e (75),"Temps plein, Stage",bac + 2,Paris,,13500.0,0,27000
4689,Paris (75),"Temps plein, CDI",ingénieur,Paris,ingénieur informatique,37000.0,2700,47000
4690,La Défense (92),Stage,bac + 4,Paris,école de commerce,13500.0,0,27000
4691,,,,,,66000.0,4700,85000
4692,Paris (75),,ingénieur,Paris,,37000.0,2700,47000
4693,Paris (75),CDI,ingénieur,Paris,,37000.0,2700,47000
4694,Paris (75),,,Paris,,66000.0,4700,85000
4695,92300 Levallois-Perret,,ingénieur,Paris,,37000.0,2700,47000
